Date,Close
08/29/2019,187.82
08/29/2022,304.25
08/29/2023,374.57
08/29/2024,470.66
08/30/2019,187.37
08/30/2021,380.06
08/30/2022,300.86
08/30/2023,376.66
08/30/2024,476.27
08/31/2020,294.73
08/31/2021,379.75
08/31/2022,299.11
08/31/2023,377.79
09/01/2020,299.76
09/01/2021,380.38
09/01/2022,299.24
09/01/2023,377.39
09/02/2020,302.6
09/02/2021,380.2
09/02/2022,295.02
09/03/2019,185.55
09/03/2020,287.26
09/03/2021,381.37
09/03/2024,461.81
09/04/2019,188.23
09/04/2020,283.43
09/04/2024,460.61
09/05/2019,191.68
09/05/2023,377.87
09/05/2024,461.04
09/06/2019,191.49
09/06/2022,292.9
09/06/2023,374.54
09/06/2024,448.69
09/07/2021,381.91
09/07/2022,298.81
09/07/2023,371.86
09/08/2020,269.81
09/08/2021,380.58
09/08/2022,300.36
09/08/2023,372.38
09/09/2019,191.09
09/09/2020,277.73
09/09/2021,379.27
09/09/2022,306.93
09/09/2024,454.46
09/10/2019,190.54
09/10/2020,272.2
09/10/2021,376.39
09/10/2024,458.66
09/11/2019,192.33
09/11/2020,270.31
09/11/2023,376.77
09/11/2024,468.62
09/12/2019,193.13
09/12/2022,310.58
09/12/2023,372.59
09/12/2024,473.22
09/13/2019,192.44
09/13/2021,376.13
09/13/2022,293.55
09/13/2023,374.01
09/13/2024,475.34
09/14/2020,275.02
09/14/2021,375.06
09/14/2022,295.87
09/14/2023,377.07
09/15/2020,278.91
09/15/2021,377.85
09/15/2022,290.95
09/15/2023,370.62
09/16/2019,191.58
09/16/2020,274.47
09/16/2021,378.11
09/16/2022,289.17
09/16/2024,473.24
09/17/2019,192.5
09/17/2020,270.18
09/17/2021,373.63
09/17/2024,473.49
09/18/2019,192.42
09/18/2020,266.73
09/18/2023,370.47
09/18/2024,471.44
09/19/2019,192.74
09/19/2022,290.9
09/19/2023,369.68
09/19/2024,483.36
09/20/2019,190.7
09/20/2021,365.51
09/20/2022,288.58
09/20/2023,364.35
09/20/2024,482.44
09/21/2020,267.37
09/21/2021,365.96
09/21/2022,283.41
09/21/2023,357.67
09/22/2020,272.34
09/22/2021,369.38
09/22/2022,279.92
09/22/2023,357.72
09/23/2019,190.4
09/23/2020,264.02
09/23/2021,372.78
09/23/2022,275.37
09/23/2024,483.04
09/24/2019,187.87
09/24/2020,265.25
09/24/2021,373.13
09/24/2024,485.37
09/25/2019,189.98
09/25/2020,271.42
09/25/2023,359.42
09/25/2024,485.82
09/26/2019,189.28
09/26/2022,274.23
09/26/2023,354.02
